,RID,ID_da_resposta,setor,setor_id,min_orgao_limpo,ORG_EXERCICIO,min_cod_limpo,QA1,QA2,faixa_etaria,idade,QA4,QB1,QB2,QB3,QB4,QB5,QB6,QB7,QB8,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8,QC9,QC10,QC11,QC12,QC13,QD1,QD2,QD3,QD4,QD5,QD6,QE1,QE2,QE3,QE4,QE5,QE6,QE7,QE8,QE9,QE10,QE11,QE12,QE13,QF1,QF2,QF3,QF4,QF5,QF6,QF7,QF8,QF9,QF10,QF11,QG1,QG2,QG3,QG4,QG5,QG6,QG7,QH1,QH2,QH3,QH4,QH5,QI1,QI2,QI2_O,QI3,QI4,QI4_O,QI5,QI6,QI7,QI8,QI9,QI10,QJ1,QJ2,QJ3,QJ4,peso_orgao,aut_2011,cap_2011,part_dom_2011,per_disc_executed_2011,bud_paid_2011,emp_2011,aut1_2017,aut2_2017,aut3_2017,part_dom_2017,pct_respondidos,mean_Aut1_2018,
2277,2277,3127,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,0,2,3,42,4,3,2,2,2,2,3,1,4,2,2,2,3,2,3,4,3,2,4,2,1,4,2,2,3,3,3,2,2,4,2,2,2,3,3,2,2,3,4,4,2,5,4,4,2,3,3,3,4,1,2,4,5,5,5,4,4,4,4,3,3,2,4,2,1,1,,3,Educa,,1,1,Inep,0,#NU,0,1,4,1,1,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2278,2278,3172,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,1,2,2,37,2,4,4,4,3,4,1,3,3,2,4,4,4,2,3,4,2,2,4,3,2,4,3,4,2,4,4,4,2,2,3,2,2,2,2,2,2,2,2,2,4,4,2,2,2,1,4,4,3,3,4,5,4,2,2,2,2,4,4,2,2,2,2,2,3,1,,2,Educa,,1,3,COORDENACAO DE APERFEICOAMENTO DE PESSOAL D,1,1,0,4,3,1,1,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2279,2279,3331,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,1,2,5,68,5,4,5,5,5,4,2,4,2,NA,5,5,5,4,3,5,2,2,4,4,1,1,5,3,1,4,4,4,3,1,1,NA,2,2,1,1,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,3,6,1,,3,Educa,,0,1,Universidade Federal do Estado do Rio de Ja,0,#NU,0,NA,1,NA,NA,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2280,2280,3407,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,0,2,4,59,4,4,2,5,4,2,3,2,3,4,5,5,4,4,4,3,3,4,3,1,1,2,3,4,1,5,5,5,4,4,4,2,4,4,4,3,4,4,4,4,2,4,3,3,3,2,4,4,2,3,3,2,4,3,3,4,4,4,3,1,3,3,3,3,2,1,,3,Educa,,1,3,Fundo Nacional de Desenvolvimento da Educac,1,2,0,4,1,1,1,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2281,2281,3562,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,0,2,3,41,5,1,2,3,4,4,1,1,1,2,2,2,2,2,2,NA,2,1,5,4,4,2,4,4,2,4,3,2,1,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,1,2,1,1,1,1,3,3,1,1,1,1,1,1,1,3,4,4,1,1,1,1,,3,Educa,,1,3,Inep,1,2,0,4,1,3,3,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2282,2282,3582,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,1,2,5,63,NA,4,4,4,4,4,1,4,4,4,4,4,4,4,3,4,4,4,2,2,2,2,4,3,2,4,4,3,3,NA,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,4,3,3,6,1,,1,Educa,,NA,3,FundaÃ§Ã£o OsÃ³rio,0,#NU,0,4,2,1,2,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2283,2283,3613,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,1,4,1,30,3,3,1,5,4,4,1,4,3,5,4,3,3,5,2,5,5,3,2,2,3,2,2,3,1,5,4,3,1,2,2,1,1,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,5,1,1,1,4,4,4,4,4,4,3,4,4,4,4,3,1,1,,3,Educa,,1,3,Instituto Nacional  de Estudos e Pesquisas,1,2,0,4,NA,NA,NA,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2284,2284,3679,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,1,2,4,52,3,3,3,4,3,4,1,4,3,3,3,4,NA,4,3,3,2,3,4,2,2,3,3,4,2,3,NA,3,4,4,4,3,NA,4,4,3,3,4,4,2,2,1,2,1,1,1,1,1,1,1,1,1,4,3,4,4,3,3,4,3,3,4,4,2,6,1,,3,Educa,,1,1,PresidÃªncia da RepÃºblica,0,#NU,0,4,1,2,2,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2285,2285,3804,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,0,4,4,51,2,2,1,5,1,3,4,3,3,1,1,5,1,1,3,4,4,2,4,2,1,1,2,1,2,1,3,3,4,4,3,3,4,3,4,4,4,4,3,2,1,1,1,1,1,1,4,1,1,1,1,1,3,3,3,2,1,1,1,4,3,3,2,2,6,1,,2,Educa,,1,3,Fundo Nacional de Desenvolvimento da EducaÃ,0,#NU,0,1,1,1,1,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2286,2286,3918,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,1,2,4,59,2,4,4,5,4,3,4,3,4,4,4,4,4,4,3,1,1,2,4,1,4,3,4,4,2,4,4,2,4,2,2,4,2,4,3,2,2,5,3,2,1,5,5,5,4,3,4,4,4,3,3,5,5,4,4,4,4,4,4,5,3,1,4,3,6,2,,3,Educa,,1,NA,Eu nÃ£o quero responder,0,#NU,0,3,1,2,2,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2287,2287,4002,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,0,4,4,54,3,2,2,5,2,4,1,4,4,2,2,2,2,2,2,5,2,2,4,2,3,3,2,4,2,4,4,2,2,2,2,2,2,2,4,4,2,2,2,2,5,4,1,1,1,1,2,1,1,1,4,1,4,2,2,4,1,4,4,3,4,2,3,2,6,1,,3,Educa,,0,4,EducaÃ§Ã£o,0,#NU,1,1,4,3,1,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2288,2288,4027,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,0,4,5,64,5,2,4,5,2,4,1,3,2,3,2,4,3,2,2,4,2,3,4,2,2,2,NA,1,NA,3,3,4,2,1,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,2,4,3,4,3,3,3,4,3,2,3,3,6,1,,3,Educa,,0,3,UNIVERSIDADE FEDERAL DE PERNAMBUCO,0,#NU,0,NA,1,2,2,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2289,2289,4054,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,0,4,2,33,2,2,2,4,5,3,1,3,3,1,1,5,1,1,2,2,2,2,4,4,3,3,2,2,3,4,2,3,4,4,4,2,2,3,3,3,3,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,NA,2,2,2,2,1,1,,2,Educa,,1,3,CAPES,0,#NU,0,3,1,1,1,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2290,2290,4186,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,1,4,1,27,3,4,NA,4,3,3,1,3,3,3,3,4,3,3,4,4,2,2,4,2,2,3,4,3,2,4,4,3,2,2,2,3,2,2,2,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,NA,NA,NA,NA,4,1,NA,,3,Educa,,0,NA,SEM RESPOSTA,0,#NU,0,4,1,2,NA,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2291,2291,4503,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,0,4,2,32,4,4,3,4,2,3,1,4,4,3,4,4,4,3,4,5,2,2,2,2,2,4,3,2,2,4,3,2,2,3,4,4,2,3,3,3,3,3,2,3,3,5,NA,NA,NA,NA,4,NA,3,NA,2,4,5,5,4,5,3,4,4,4,5,4,2,4,2,3,,3,Educa,,0,3,IBGE e CAPES,0,#NU,0,1,2,1,1,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2292,2292,4538,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,1,2,2,38,3,2,2,4,4,3,1,3,3,3,3,4,3,3,3,2,4,4,4,3,4,4,3,4,2,3,1,4,2,2,1,1,2,4,4,3,3,4,5,3,2,5,3,4,3,2,2,2,4,2,2,4,4,4,4,3,2,3,3,2,2,2,3,3,2,1,,3,Educa,,1,1,MinistÃ©rio da EducaÃ§Ã£o,1,2,0,3,1,2,3,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2293,2293,4633,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,1,4,2,36,2,3,4,4,4,4,1,3,3,3,4,4,2,4,3,4,3,2,4,2,4,3,4,4,2,4,NA,2,4,2,2,4,2,2,2,NA,NA,2,4,NA,4,4,4,1,2,2,1,1,1,1,1,1,NA,4,4,4,2,4,4,NA,4,2,4,3,2,1,,2,Educa,,1,3,Instituto Federal de BrasÃ­lia - IFB,1,2,0,4,3,2,2,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2294,2294,4686,Social and Environmental,5,MEC,MINISTERIO DA EDUCACAO,8,0,2,5,67,5,4,4,5,4,4,1,4,3,3,3,5,4,3,2,4,3,2,4,1,1,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,NA,3,2,1,1,1,1,1,2,4,3,3,3,3,3,3,3,3,3,3,3,2,2,1,6,1,,3,Educa,,0,4,UFCSPA,0,#NU,0,3,3,3,3,15.19178082,0.190740606,0.234007108,0.267666667,0.483,36916125281,2490,22.17309053,26.68713321,20.16271009,0.169817044,0.187666667,0.890437452,
2295,2295,30,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,0,4,4,55,3,5,3,5,3,3,1,3,4,3,4,5,5,4,3,3,4,3,4,3,4,4,5,4,1,4,3,4,2,1,1,2,3,2,3,2,3,3,2,2,3,1,1,1,1,2,1,1,5,1,1,1,3,4,3,3,3,3,4,4,4,3,4,3,6,1,,3,Fazen,,0,1,RFB,0,#NU,0,4,1,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2296,2296,151,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,4,51,2,2,1,5,4,4,1,4,2,2,3,4,4,3,3,3,5,3,2,1,1,2,NA,2,2,NA,3,4,3,2,1,3,3,5,NA,NA,NA,4,3,NA,3,4,4,1,1,4,1,1,4,1,1,1,3,3,3,4,4,3,4,NA,NA,3,3,3,5,1,,2,Fazen,,0,1,SUPERINTENDENCIA DE ADMINISTRACAO DO MINIST,1,1,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2297,2297,184,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,4,56,3,2,4,4,4,3,2,3,3,4,4,3,3,4,3,2,4,4,2,2,1,2,3,3,2,4,4,4,2,2,2,3,1,3,2,2,3,3,3,3,3,5,5,1,5,2,5,5,5,1,5,4,4,2,2,4,4,3,4,4,3,2,3,2,5,1,,3,Fazen,,0,1,fazenda,1,2,0,3,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2298,2298,209,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,0,NA,3,47,2,4,3,3,4,3,1,3,2,3,4,3,4,4,2,3,2,3,3,3,3,3,3,4,2,4,3,4,2,3,2,2,3,2,2,3,3,3,3,3,2,3,3,1,1,2,1,1,1,1,1,1,4,4,3,3,2,2,3,4,4,2,2,3,4,1,,3,Fazen,,0,1,Secretaria da Receita Federal do Brasil,0,#NU,0,4,1,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2299,2299,504,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,4,5,67,3,5,2,5,2,4,1,3,2,4,3,2,4,2,4,4,4,5,4,1,1,3,4,2,1,5,NA,4,1,1,1,1,2,1,2,3,NA,3,3,NA,2,4,4,1,1,1,1,1,1,1,1,4,2,2,2,3,2,3,4,NA,NA,1,1,3,6,NA,,3,Fazen,,1,1,Escola de AdministraÃ§Ã£o FazendÃ¡ria,1,2,0,3,2,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2300,2300,546,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,0,NA,4,56,3,4,2,4,2,4,1,4,3,2,3,3,4,2,3,3,2,3,3,3,4,2,2,2,2,2,4,3,2,2,4,2,4,3,2,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,2,2,2,4,4,2,2,3,5,1,,3,Fazen,,0,1,Receita Federal,0,#NU,0,4,1,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2301,2301,592,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,1,4,2,35,4,2,1,5,1,4,2,4,3,2,4,4,4,3,2,4,3,2,3,1,NA,NA,4,NA,1,1,5,2,2,1,2,3,3,1,3,1,4,4,4,3,2,3,2,1,1,3,1,1,1,2,1,3,4,4,4,4,2,2,2,4,4,2,4,4,2,1,,3,Fazen,,1,1,Receita Federal,1,2,0,4,1,4,4,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2302,2302,621,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,4,55,2,3,3,4,3,4,1,3,2,2,2,4,2,3,3,2,2,2,4,2,3,3,3,2,2,3,3,4,1,1,1,3,3,2,3,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,NA,3,3,NA,2,6,1,,2,Fazen,,0,1,procuradoria da fazenda nacional,0,#NU,0,3,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2303,2303,629,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,2,34,4,4,4,5,4,4,1,3,2,4,5,4,4,4,NA,4,2,3,2,2,3,2,4,2,1,4,3,4,3,4,4,2,4,3,NA,1,NA,2,3,NA,NA,5,5,3,4,3,3,3,2,1,1,1,3,5,3,4,3,3,5,4,4,5,4,3,3,1,,3,Fazen,,1,1,Secretaria do Tesouro Nacional,0,#NU,0,4,1,2,2,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2304,2304,723,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,0,2,2,33,3,5,2,4,4,3,2,3,4,4,4,4,4,4,3,4,2,2,4,2,3,3,4,4,2,4,4,4,4,2,4,2,4,2,4,4,2,4,4,2,3,2,1,1,1,2,1,1,3,1,1,2,4,2,4,4,3,4,4,5,4,2,4,2,2,1,,3,Fazen,,1,1,Secretaria da Receita Federal do Brasil,1,2,0,3,2,3,3,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2305,2305,741,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,0,4,3,43,4,2,3,4,3,4,1,2,1,3,2,2,2,2,1,5,4,4,2,2,2,4,3,2,1,4,2,4,2,4,4,4,1,1,4,1,4,4,4,1,3,1,1,1,4,1,2,1,5,1,4,1,2,4,3,4,4,4,4,3,3,5,4,2,3,1,,3,Fazen,,0,1,RECEITA FEDERAL DO BRASIL,1,1,0,4,1,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2306,2306,743,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,1,29,2,4,4,5,4,4,1,3,3,3,3,2,4,4,2,5,3,3,4,1,3,3,4,2,4,2,2,3,2,3,2,4,3,2,3,3,2,2,3,3,3,4,1,1,2,2,1,1,1,1,1,1,4,3,3,4,4,4,4,5,4,4,4,4,1,1,,3,Fazen,,1,1,Corregedoria-Geral do Ministerio da Fazenda,1,2,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2307,2307,841,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,2,36,3,1,1,5,3,4,1,4,3,2,3,4,1,2,2,4,4,1,2,1,3,4,2,1,3,3,3,2,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,3,3,3,4,3,2,2,4,3,3,,3,Fazen,,0,1,Serpro,1,1,0,3,2,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2308,2308,848,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,4,5,64,2,3,2,5,4,4,1,4,1,2,2,3,1,2,4,2,3,2,2,2,1,3,1,1,2,1,3,3,2,2,3,3,2,2,4,4,4,3,2,4,5,5,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,2,3,2,3,3,2,2,2,3,,2,Fazen,,0,1,MINISTERIO DA FAZENDA,0,#NU,0,1,1,3,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2309,2309,877,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,2,39,4,2,1,5,2,4,1,3,2,2,3,3,3,3,4,4,2,3,3,1,3,2,2,3,4,2,2,3,1,1,2,2,2,3,4,4,4,3,4,2,1,1,1,1,1,1,1,1,5,1,1,1,3,2,2,2,3,3,2,4,2,1,2,1,2,1,,3,Fazen,,1,2,Superintendencia Nacional de Previdencia Co,0,#NU,0,4,2,3,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2310,2310,917,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,1,2,1,26,2,4,4,4,4,4,1,3,2,3,3,4,4,3,4,4,2,2,5,3,3,3,4,2,2,3,4,3,4,2,2,2,4,4,3,3,3,3,2,3,3,1,NA,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,5,4,3,4,3,1,1,,2,Fazen,,1,1,Receita Federal,1,1,0,4,2,3,3,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2311,2311,922,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,0,4,5,62,2,5,4,5,5,4,1,4,3,3,4,4,4,4,3,4,3,4,2,3,2,3,4,2,2,4,4,3,1,1,1,1,2,2,2,2,3,2,3,4,3,3,3,1,2,1,4,2,5,1,4,1,3,3,3,4,4,4,4,4,4,4,4,4,6,1,,2,Fazen,,0,1,RFB,1,1,1,4,2,3,3,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2312,2312,949,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,4,57,2,4,2,3,2,4,2,3,4,1,2,5,2,2,2,3,1,1,2,1,4,1,4,2,1,3,3,2,3,1,1,3,1,2,1,1,3,4,4,3,1,1,1,1,1,1,1,1,3,1,1,1,4,5,5,5,3,4,4,2,3,1,5,4,4,3,,2,Fazen,,0,4,SERPRO,0,#NU,0,4,1,3,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2313,2313,950,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,2,2,39,3,4,2,5,2,4,1,4,2,2,2,4,3,2,3,4,3,3,4,2,3,3,4,2,1,3,3,3,4,2,2,3,2,4,4,4,4,4,4,3,2,4,5,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,4,4,4,4,4,4,3,3,,3,Fazen,,0,4,servico federal processamento de dados serp,0,#NU,0,3,3,NA,NA,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2314,2314,982,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,1,2,1,30,2,4,4,5,3,3,1,3,2,1,1,4,3,4,1,5,2,3,3,3,3,3,4,3,4,2,3,3,4,3,2,4,1,1,1,1,1,3,3,1,2,1,1,1,1,1,1,1,4,1,1,1,3,3,3,2,2,3,3,2,2,2,3,3,1,1,,3,Fazen,,0,1,Receita Federal do Brasil,0,#NU,0,4,2,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2315,2315,990,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,0,2,5,62,2,2,3,4,3,3,1,3,2,2,2,4,3,3,3,4,2,3,3,2,3,NA,4,4,2,4,NA,3,2,2,3,NA,2,2,2,2,3,1,2,2,2,4,3,1,4,4,1,2,4,1,4,3,2,2,2,2,2,2,2,2,3,2,2,1,5,1,,3,Fazen,,0,1,Secretaria da Receita Federal do Brasil,1,2,0,3,1,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2316,2316,1023,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,2,5,78,2,3,4,4,2,4,1,3,3,2,2,4,1,4,2,2,4,4,2,2,3,3,3,NA,2,3,2,2,2,2,2,3,3,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,3,3,3,4,4,4,3,2,3,2,2,4,6,3,,3,Fazen,,1,4,SERPRO   Servico federal de Processamento d,0,#NU,0,4,1,NA,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2317,2317,1065,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,2,4,52,3,4,2,5,2,4,2,3,NA,2,3,4,3,4,3,3,4,4,2,2,2,3,2,1,1,3,3,4,4,2,2,4,4,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,3,3,3,2,2,2,2,4,4,2,4,4,1,3,,2,Fazen,,0,4,Serpro,0,#NU,0,3,1,2,2,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2318,2318,1088,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,1,4,54,5,3,4,4,3,3,2,3,3,2,3,4,3,3,4,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,4,2,2,3,3,3,2,3,2,2,1,1,1,2,1,1,2,1,1,2,3,1,2,4,3,4,4,2,3,1,2,3,6,3,,3,Fazen,,0,4,servico federal de processamento de dados,0,#NU,0,4,3,2,2,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2319,2319,1093,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,2,37,2,4,3,4,4,4,1,4,3,3,4,4,4,4,3,4,2,2,4,2,3,3,4,3,2,4,4,3,3,3,3,3,3,3,2,2,4,4,2,2,2,5,4,1,4,4,1,1,4,2,3,4,4,4,4,3,3,3,3,5,5,3,4,4,2,1,,3,Fazen,,1,1,Procuradoria Geral da Fazenda Nacional,0,#NU,0,4,4,3,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2320,2320,1109,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,4,57,1,4,3,5,3,3,1,3,4,2,3,4,4,3,2,4,4,4,1,2,4,4,4,2,2,4,3,2,2,2,2,3,3,2,2,2,2,3,2,3,2,4,2,1,1,1,1,1,4,1,1,1,3,3,2,3,3,3,3,4,4,3,4,4,6,1,,2,Fazen,,0,1,Esaf - Centresaf-SP,0,#NU,0,4,2,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2321,2321,1136,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,2,4,53,2,1,1,5,1,4,1,4,1,1,1,5,5,1,3,NA,5,2,4,1,1,4,3,1,1,NA,NA,NA,4,1,4,4,4,4,4,4,1,4,1,4,1,5,1,1,4,1,1,1,1,1,1,1,5,5,1,5,1,1,4,4,5,3,5,2,4,3,,2,Fazen,,0,1,Procuradoria Geral da Fazenda Nacional,0,#NU,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2322,2322,1229,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,5,61,3,4,1,5,4,4,1,4,3,4,4,4,4,4,3,3,2,2,4,2,2,3,3,1,2,2,2,4,1,1,2,4,5,4,4,4,5,2,4,3,4,4,4,1,3,4,1,1,4,2,2,2,2,4,2,2,3,4,4,5,4,4,4,4,6,3,,3,Fazen,,1,4,Serpro - ServiÃ§o Federal de Processamento,1,2,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
